original_title,belongs_to_collection,original_language,budget,popularity,production_countries,runtime,spoken_languages,vote_average,vote_count,revenue,Foreign,Science Fiction,Romance,Action,Crime,Thriller,Family,Fantasy,Western,War,Horror,History,Animation,Comedy,Adventure,Mystery,Documentary,Music,Drama,release_year,production_companies_count,crew,cast
9,0,1,30000000.0,18.502877,1,79.0,1,6.6,1291.0,48428063.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2009,5,57,10
Pandorum,0,1,33000000.0,10.391425,2,108.0,3,6.5,783.0,20645327.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2009,2,15,24
The Men Who Stare at Goats,0,1,24000000.0,6.253084,2,93.0,1,5.9,755.0,68729358.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2009,3,41,35
Jennifer's Body,0,1,16000000.0,13.483131,1,100.0,2,5.3,858.0,31556061.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2009,2,15,20
The Informant!,0,1,22000000.0,11.698089,1,108.0,1,6.0,305.0,35424826.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,5,19,24
Extract,0,1,8000000.0,11.23915,1,92.0,1,5.7,192.0,10848783.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,1,8,25
The Final Destination,1,1,40000000.0,8.805723,1,82.0,1,5.4,851.0,186167139.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2009,3,28,23
Gamer,0,1,50000000.0,9.730681,1,95.0,1,5.6,778.0,40828540.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2,98,28
Cloudy with a Chance of Meatballs,1,1,100000000.0,11.665693,1,90.0,1,6.5,1799.0,242988466.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2009,2,21,41
Attack of the 50 Foot Woman,0,1,88000.0,3.559789,1,65.0,1,4.8,30.0,480000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1958,1,8,10
Battle for Terra,0,1,4000000.0,6.737142,1,85.0,1,6.0,98.0,6101046.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2007,1,3,31
Love Happens,0,1,18000000.0,10.279603,3,109.0,1,5.6,188.0,36133014.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,6,17,16
Bright Star,0,1,8500000.0,14.337355,3,119.0,2,6.8,111.0,4440055.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,7,18,19
Paranormal Activity,1,1,15000.0,12.706424,1,86.0,1,5.9,1351.0,193355800.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2007,2,11,5
World's Greatest Dad,0,1,10000000.0,5.431657,1,99.0,1,6.5,181.0,295750.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,2,2,28
Capitalism: A Love Story,0,1,20000000.0,6.032166,1,120.0,2,7.0,168.0,17436509.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,2,2,9
वांटेड,0,1,75.0,4.450762,1,129.0,1,5.2,32.0,134.0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,1,1,7
A Serious Man,0,1,7000000.0,7.971424,3,105.0,3,6.6,492.0,31430334.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,5,36,18
City Island,0,1,6000000.0,7.016044,1,104.0,1,6.9,114.0,6670712.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,5,24,11
Whip It,0,1,15000000.0,14.511442,1,111.0,1,6.7,366.0,16633035.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,7,2,20
The Invention of Lying,0,1,18500000.0,7.087161,1,100.0,2,6.0,523.0,31912793.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2009,7,36,23
Surrogates,0,1,80000000.0,16.211937,1,89.0,2,5.9,1219.0,122444772.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,4,25,44
Zombieland,0,1,23600000.0,11.063029,1,88.0,1,7.2,3655.0,102391382.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2009,3,9,16
Assassination of a High School President,0,1,11500000.0,6.67905,1,93.0,1,6.1,96.0,69564.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2008,2,41,24
Sorority Row,0,1,12500000.0,5.010852,1,101.0,1,5.3,179.0,27206120.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2009,2,13,37
Whiteout,0,1,40000000.0,7.759722,3,101.0,2,5.3,225.0,12206028.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,8,29,17
An Education,0,1,7500000.0,8.593196,2,100.0,1,6.9,423.0,26096852.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,1,7,29
Capone,0,1,970000.0,3.669545,1,101.0,2,6.0,16.0,2000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1975,1,17,24
Couples Retreat,0,1,70000000.0,15.152577,1,113.0,1,5.3,601.0,171844840.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,4,6,18
All About Steve,0,1,15000000.0,9.288013,1,99.0,2,4.7,302.0,40105542.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,5,15,18
Jab We Met,0,0,2300000.0,3.959411,1,145.0,2,7.2,55.0,4600000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2007,1,9,9
Where the Wild Things Are,0,1,100000000.0,12.36223,1,101.0,1,6.4,580.0,100086793.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2009,5,9,18
Shorts,0,1,40000000.0,4.021983,2,89.0,1,5.1,46.0,28972508.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2009,1,22,29
"New York, I Love You",0,1,14700000.0,13.825651,1,103.0,5,5.7,174.0,8049666.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2008,1,22,38
Law Abiding Citizen,0,1,53000000.0,16.639047,1,109.0,1,7.2,1522.0,126690726.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,3,46,20
Amelia,0,1,40000000.0,5.308718,1,111.0,1,5.4,71.0,19258519.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,3,66,21
Mary and Max,0,1,590235.0,8.888393,1,92.0,2,7.8,596.0,1725381.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2009,1,30,12
Up in the Air,0,1,25000000.0,8.338562,1,109.0,1,6.7,1246.0,163670000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,6,35,15
Saw VI,1,1,11000000.0,17.360894,4,90.0,1,6.0,755.0,68233629.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2009,2,12,34
Cirque du Freak: The Vampire's Assistant,0,1,40000000.0,10.829432,1,109.0,1,5.5,354.0,28169671.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2009,1,7,24
The Boondock Saints II: All Saints Day,1,1,8000000.0,8.051448,1,118.0,3,5.8,264.0,10629321.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2,18,66
Black Dynamite,0,1,2900000.0,10.92143,1,90.0,2,7.3,204.0,296557.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,4,16,29
Big Fan,0,1,250000.0,5.130276,1,91.0,1,6.1,45.0,232732.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,1,10,9
웰컴 투 동막골,0,0,8.0,4.222195,1,133.0,2,7.7,49.0,33579813.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2005,1,10,8
Astro Boy,0,1,65000000.0,13.293466,3,94.0,1,6.1,420.0,44091067.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2009,4,9,15
Fantastic Mr. Fox,0,1,40000000.0,8.695893,1,87.0,1,7.5,1206.0,46471023.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2009,4,39,30
Top Dog,0,1,6000000.0,1.557791,1,86.0,1,4.3,26.0,5093707.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1995,0,14,11
The Pebble and the Penguin,0,1,28000000.0,2.304986,0,74.0,1,5.2,32.0,3983912.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1995,2,13,6
A Christmas Carol,0,1,200000000.0,12.869273,1,96.0,1,6.6,1137.0,325233863.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2009,2,9,18
Goemon,0,0,9000000.0,5.074153,1,128.0,1,6.8,37.0,16000000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2009,1,3,11
2012,0,1,200000000.0,16.698628,2,158.0,9,5.6,4994.0,769653595.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,4,115,53
The Box,0,1,30000000.0,10.424946,1,115.0,1,5.4,610.0,33333531.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,5,13,16
Sunday,0,0,450.0,0.29962,1,91.0,1,6.3,3.0,288.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1997,3,2,5
The Fourth Kind,0,1,10000000.0,13.751992,1,98.0,1,5.8,451.0,42333295.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,7,19,22
Precious,0,1,10000000.0,8.293548,1,110.0,2,6.9,426.0,47536959.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,1,3,22
The Bad Lieutenant: Port of Call - New Orleans,0,1,25000000.0,8.405395,1,122.0,2,6.0,331.0,10589102.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,7,56,58
The Twilight Saga: New Moon,1,1,50000000.0,30.121292,1,130.0,2,5.6,2518.0,709827462.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2009,5,26,37
The Messenger,0,1,6500000.0,5.499937,1,113.0,2,7.0,120.0,1521261.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2009,1,10,14
Ninja Assassin,0,1,40000000.0,9.163897,2,99.0,1,6.2,384.0,60462347.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,9,24,38
"Polițist, adjectiv",0,0,1089360.0,0.663231,1,115.0,1,6.1,14.0,48298.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,5,2,15
Celda 211,0,0,5700000.0,8.075698,2,110.0,3,7.3,288.0,19300483.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,6,38,25
Brothers,0,1,26000000.0,9.108917,1,104.0,2,6.8,650.0,43318349.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2009,5,65,24
Sleep Dealer,0,1,2500000.0,3.750365,2,90.0,2,6.0,41.0,107559.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,1,5,3
The Blind Side,0,1,29000000.0,12.753109,1,129.0,1,7.2,1626.0,309208309.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,3,42,22
Old Dogs,0,1,35000000.0,9.52295,1,88.0,2,5.2,215.0,92219310.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2009,2,89,22
Planet 51,0,1,70000000.0,10.44244,3,91.0,2,5.6,573.0,104945765.0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2009,3,15,18
Me and Orson Welles,0,1,25000000.0,3.600917,1,114.0,1,6.6,50.0,2336172.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,3,25,14
Морфий,0,0,3600000.0,0.652747,1,110.0,1,6.2,10.0,766075.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2008,1,8,8
The Lovely Bones,0,1,65000000.0,12.738789,3,136.0,1,6.6,1101.0,93525586.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2009,6,27,18
Invictus,0,1,60000000.0,9.109838,1,134.0,1,7.0,1150.0,122233971.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2009,6,37,46
The Princess and the Frog,0,1,105000000.0,16.616517,1,97.0,2,6.7,1293.0,267045765.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2009,2,99,23
Armored,0,1,20000000.0,9.951662,1,88.0,2,5.5,211.0,22942221.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,4,13,16
Invaders from Mars,0,1,12000000.0,3.580884,1,100.0,1,5.5,59.0,4884663.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1986,1,76,28
Did You Hear About the Morgans?,0,1,58000000.0,7.323405,1,103.0,5,5.1,281.0,85280250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,4,12,16
Nasty Old People,0,1,15000.0,0.993784,1,84.0,1,6.0,6.0,5300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,0,4,4
Avatar,1,1,237000000.0,185.070892,2,162.0,2,7.2,12114.0,2787965087.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2009,4,153,83
Nine,0,1,80000000.0,5.658857,2,112.0,3,5.1,169.0,53825515.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2009,2,4,14
It's Complicated,0,1,85000000.0,9.083133,1,121.0,2,6.2,370.0,219103655.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,5,13,25
Sherlock Holmes,1,1,90000000.0,15.68604,3,128.0,2,7.0,5883.0,524028679.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2009,5,25,55
Crazy Heart,0,1,7000000.0,9.347931,1,112.0,2,6.8,279.0,39462438.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2009,3,24,9
Alvin and the Chipmunks: The Squeakquel,1,1,75000000.0,9.909961,1,88.0,2,5.3,688.0,443140005.0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,2009,3,16,17
गुरु,0,0,4700000.0,2.925476,1,166.0,1,6.7,24.0,31000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,1,24,20
Beyond a Reasonable Doubt,0,1,25000000.0,5.1991,1,105.0,1,5.5,79.0,4388563.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2009,6,15,35
Trapeze,0,1,4000000.0,1.801071,1,105.0,2,6.4,23.0,14400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1956,1,9,15
Pontypool,0,1,1500000.0,6.407207,1,93.0,3,6.6,187.0,32000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2009,2,15,13
Lieksa!,0,1,1400000.0,0.271386,1,90.0,2,5.3,3.0,435000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2007,0,0,0
Daybreakers,0,1,20000000.0,10.038613,2,98.0,1,6.0,646.0,51416464.0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2009,5,67,16
Hachi: A Dog's Tale,0,1,16000000.0,8.621359,2,93.0,2,7.7,1769.0,47801389.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2009,6,52,18
Leap Year,0,1,19000000.0,7.432311,2,100.0,1,6.5,474.0,29922472.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,5,4,15
The Book of Eli,0,1,80000000.0,14.39853,1,118.0,1,6.6,2207.0,157107755.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2,85,45
Luftslottet som sprängdes,1,0,4000000.0,8.405013,1,147.0,1,7.0,451.0,43498108.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,5,29,22
Horsemen,0,1,20000000.0,7.455953,2,90.0,1,5.5,124.0,1017401.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2009,3,3,15
Soul Kitchen,0,0,5000000.0,4.79386,1,99.0,2,7.0,117.0,17872796.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,2,2,18
The House on Sorority Row,0,1,425000.0,1.918891,1,91.0,1,6.0,34.0,10604986.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1983,1,16,11
The Other Man,0,1,15000000.0,4.674662,2,90.0,1,5.1,58.0,1143856.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2008,1,3,5
Astérix aux Jeux Olympiques,1,0,97250400.0,9.671944,5,116.0,2,5.0,486.0,132900000.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2008,12,23,26
3 Idiots,0,0,9000000.0,7.675621,1,170.0,2,7.8,850.0,70000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,1,41,20
Legion,0,1,26000000.0,13.795875,1,100.0,1,5.2,643.0,67918658.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,1,22,15
Beautiful,0,1,1500000.0,2.713961,1,97.0,1,4.6,17.0,56000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2009,1,11,9
Four Eyed Monsters,0,1,250000.0,0.634211,1,71.0,1,6.0,10.0,245000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2005,0,4,7
Extraordinary Measures,0,1,31000000.0,6.523155,1,105.0,1,6.0,93.0,15134293.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,2,16,25
Der rote Baron,0,0,18000000.0,4.918419,2,120.0,3,6.4,80.0,40239.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2008,1,16,13
Edge of Darkness,0,1,80000000.0,9.554067,2,117.0,1,6.2,496.0,74901339.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2010,4,80,20
I Love You Phillip Morris,0,1,13000000.0,5.773752,1,98.0,1,6.4,514.0,10652035.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,1,22,34
Fish Tank,0,1,3000000.0,6.070216,2,123.0,1,6.9,256.0,2357852.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,4,24,29
Rane,0,0,10000.0,0.732884,2,103.0,1,7.2,16.0,150000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1998,2,24,9
Valentine's Day,0,1,52000000.0,7.466721,1,125.0,1,5.7,1043.0,216485654.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,3,14,23
Shutter Island,0,1,80000000.0,15.813629,1,138.0,2,7.8,6559.0,294804195.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2010,4,29,26
Ondine,0,1,12000000.0,4.757269,2,111.0,3,6.5,84.0,1644755.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,6,17,10
Percy Jackson & the Olympians: The Lightning Thief,1,1,95000000.0,9.785895,2,118.0,1,6.0,2079.0,226497209.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2010,8,48,91
Cop Out,0,1,30000000.0,14.313079,1,107.0,2,5.3,518.0,55583804.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,1,11,23
The Ghost Writer,0,1,45000000.0,6.76482,3,128.0,1,6.7,681.0,60222298.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,4,28,33
The Spy Next Door,0,1,28000000.0,6.663422,1,94.0,1,5.5,351.0,45236543.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2010,3,3,16
I Hope They Serve Beer in Hell,0,1,7000000.0,3.208138,0,106.0,1,5.7,20.0,1429299.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,0,4,9
Agora,0,1,70000000.0,8.029671,1,127.0,1,6.9,404.0,39041505.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2009,7,51,73
Singh Is Kinng,0,0,14000000.0,1.369086,1,135.0,2,5.3,22.0,25000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,1,27,12
Banlieue 13 - Ultimatum,1,0,15000000.0,9.133996,1,101.0,1,6.0,323.0,8786375.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,6,40,12
The Crazies,0,1,20000000.0,10.914556,1,101.0,1,6.2,649.0,54956140.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2010,4,76,39
Dear John,0,1,25000000.0,8.371479,1,115.0,1,6.6,1302.0,114977104.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2010,1,25,9
Tooth Fairy,1,1,48000000.0,6.74468,2,101.0,1,5.2,500.0,112462508.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2010,6,17,38
[REC]²,1,0,5600000.0,8.853168,1,85.0,1,6.5,496.0,18469680.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,1,5,13
My Name Is Khan,0,0,12000000.0,11.264586,2,145.0,3,7.7,237.0,42345360.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,3,14,13
Alice in Wonderland,1,1,200000000.0,17.285093,1,108.0,1,6.4,4773.0,1025491110.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2010,5,24,35
Green Zone,0,1,100000000.0,11.174041,4,115.0,2,6.4,730.0,94882889.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2010,5,81,88
The Fall of the Roman Empire,0,1,19000000.0,2.824367,1,188.0,1,6.0,34.0,4750000.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1964,1,17,26
From Paris with Love,0,1,52000000.0,6.885593,2,92.0,4,6.2,684.0,52826594.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,8,67,25
Brooklyn's Finest,0,1,17000000.0,12.50422,1,133.0,1,6.2,296.0,29536299.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,5,77,21
She's Out of My League,0,1,20000000.0,8.101247,1,104.0,1,5.9,544.0,49779728.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,2,38,14
Harry Brown,0,1,7300000.0,7.478206,1,103.0,1,6.7,351.0,10329747.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,3,58,34
Remember Me,0,1,16000000.0,8.307719,1,113.0,1,6.9,980.0,56032889.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,1,14,17
Our Family Wedding,0,1,14000000.0,8.204894,1,103.0,1,5.7,40.0,21409028.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,4,1,27
The Bounty Hunter,0,1,40000000.0,6.715263,1,110.0,1,5.6,878.0,136000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,4,13,18
Leaves of Grass,0,1,9000000.0,9.954095,1,104.0,1,5.9,143.0,985117.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,6,13,17
Women in Trouble,1,1,3000000.0,7.052376,1,92.0,1,5.2,30.0,18097.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,1,2,12
Il cartaio,0,0,2600000.0,3.501564,1,103.0,2,4.7,46.0,1479042.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2004,2,21,36
The Egyptian,0,1,5000000.0,10.374608,1,139.0,2,6.0,11.0,15000000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1954,1,14,59
Repo Men,0,1,32000000.0,7.502967,2,111.0,1,6.2,627.0,18409891.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,4,14,15
Case 39,0,1,27000000.0,9.644085,2,109.0,1,6.1,580.0,29000000.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2009,4,63,38
Hot Tub Time Machine,1,1,36000000.0,11.967652,1,101.0,2,5.9,911.0,64572262.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2010,3,22,18
Chloe,0,1,15000000.0,10.445867,3,96.0,1,5.9,514.0,8459458.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2009,3,25,19
Flesh and the Devil,0,1,373000.0,0.765315,1,112.0,0,7.9,11.0,658000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1926,1,4,12
마더,0,0,5000000.0,5.030112,1,128.0,1,7.6,192.0,17112713.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2009,1,4,8
How to Train Your Dragon,1,1,165000000.0,14.416681,1,98.0,1,7.5,4319.0,494878759.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2010,3,42,13
Universal Soldier: Regeneration,1,1,14000000.0,8.226,1,97.0,2,5.2,114.0,875386.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,4,18,8
Micmacs à tire-larigot,0,0,33000000.0,5.278672,1,100.0,1,6.8,150.0,14000000.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,9,13,12
Clash of the Titans,1,1,125000000.0,11.972347,1,106.0,1,5.6,2280.0,232713139.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2010,5,123,35
Defendor,0,1,3500000.0,5.600277,3,101.0,1,6.5,197.0,44462.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2009,3,17,16
Kick-Ass,1,1,28000000.0,17.26045,2,117.0,1,7.1,4747.0,96188903.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2,42,26
Date Night,0,1,55000000.0,8.443736,1,97.0,2,5.9,1148.0,152263880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,3,21,29
After.Life,0,1,4500000.0,9.063797,1,104.0,1,5.4,253.0,3606395.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2010,3,45,20
