original_title,belongs_to_collection,original_language,budget,popularity,production_countries,runtime,spoken_languages,vote_average,vote_count,revenue,Foreign,Science Fiction,Romance,Action,Crime,Thriller,Family,Fantasy,Western,War,Horror,History,Animation,Comedy,Adventure,Mystery,Documentary,Music,Drama,release_year,production_companies_count,crew,cast
Little Buddha,0,1,35000000.0,5.681522,4,140.0,1,6.0,76.0,4858139.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1993,1,7,12
New Nightmare,1,1,14000000.0,9.860522,1,112.0,1,6.4,297.0,18090181.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1994,1,37,42
The Mask,1,1,23000000.0,14.13488,1,101.0,2,6.6,2550.0,351583407.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1994,2,14,16
The Naked Gun 33⅓: The Final Insult,1,1,30000000.0,10.587232,1,83.0,1,6.4,535.0,51132598.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1994,1,13,31
Reality Bites,0,1,11500000.0,6.514592,1,99.0,1,6.5,180.0,20079850.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994,2,13,17
Red Rock West,0,1,8000000.0,5.137903,1,98.0,1,6.4,71.0,2000000.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,2,12,15
Speed,1,1,30000000.0,10.859292,1,116.0,1,6.8,1814.0,350448145.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,1,10,58
Timecop,1,1,27000000.0,8.907074,2,99.0,1,5.5,288.0,101646581.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,6,15,15
True Lies,0,1,115000000.0,11.396099,1,141.0,4,6.8,1138.0,378882411.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,2,23,10
Wyatt Earp,0,1,63000000.0,9.277147,1,191.0,1,6.5,203.0,25052000.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1994,4,18,24
A Low Down Dirty Shame,0,1,10000000.0,3.021526,1,100.0,1,6.0,31.0,29392418.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1994,2,2,40
Jason's Lyric,0,1,7000000.0,0.912909,1,119.0,1,5.9,9.0,20851521.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994,0,2,9
Street Fighter,1,1,35000000.0,13.58449,2,102.0,2,4.1,330.0,99423521.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,2,18,14
Highlander III: The Sorcerer,1,1,26000000.0,6.866634,3,99.0,1,4.5,110.0,36800000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,4,5,8
In the Mouth of Madness,0,1,8000000.0,8.497643,1,95.0,1,7.1,307.0,8946600.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1994,1,13,12
The Age of Innocence,0,1,34000000.0,8.013617,1,139.0,2,7.0,172.0,32255440.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,1,8,24
The Air Up There,0,1,17080000.0,1.896273,1,107.0,1,5.1,42.0,21011500.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1994,6,22,13
Beverly Hills Cop III,1,1,50000000.0,11.787784,1,104.0,1,5.5,445.0,119208989.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1994,2,14,23
Body Snatchers,0,1,13000000.0,6.559693,1,87.0,1,5.8,102.0,428868.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1993,3,16,10
A Bronx Tale,0,1,22000000.0,6.115628,1,121.0,2,7.4,447.0,17287898.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,2,45,31
Calendar Girl,0,1,13000000.0,1.316741,1,90.0,1,3.7,10.0,2570145.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1993,2,2,8
Carlito's Way,0,1,30000000.0,8.698509,1,144.0,2,7.7,805.0,36516012.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,3,40,63
Cliffhanger,0,1,70000000.0,9.830853,3,112.0,1,6.1,600.0,255000211.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1993,6,29,15
Color of Night,0,1,40000000.0,14.228963,1,121.0,2,5.4,117.0,19726050.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1994,2,15,15
Dazed and Confused,0,1,6900000.0,6.8652,1,102.0,1,7.4,588.0,7993039.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1993,3,8,17
Demolition Man,0,1,57000000.0,11.626116,1,115.0,1,6.4,1018.0,159055768.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,2,124,22
For Love or Money,0,1,30000000.0,8.468869,1,94.0,1,5.7,77.0,11146270.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,2,14,16
The Firm,0,1,42000000.0,9.678367,1,154.0,1,6.6,513.0,270248367.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1993,3,19,22
Free Willy,1,1,20000000.0,5.990572,2,112.0,1,6.0,429.0,153698625.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1993,5,11,15
The Fugitive,1,1,44000000.0,10.08937,1,130.0,1,7.2,1240.0,368875760.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1993,1,31,62
Geronimo: An American Legend,0,1,35000000.0,4.653462,1,115.0,2,5.9,44.0,18635620.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1993,1,50,31
Hard Target,1,1,18000000.0,7.834351,1,97.0,1,6.1,237.0,74189677.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1993,3,43,16
Hot Shots! Part Deux,1,1,25000000.0,13.482371,1,86.0,1,6.2,463.0,133752825.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1993,2,14,13
In the Line of Fire,0,1,40000000.0,12.637158,1,128.0,1,6.8,392.0,176997168.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1993,2,36,40
In the Name of the Father,0,1,13000000.0,7.405895,2,133.0,1,7.6,363.0,65796862.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,2,55,58
Jurassic Park,1,1,63000000.0,8.863776,1,127.0,2,7.6,4956.0,920100000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1993,2,118,27
Kalifornia,0,1,9000000.0,8.4337,1,117.0,1,6.5,209.0,2395231.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,2,40,11
Killing Zoe,0,1,1500000.0,4.948569,2,96.0,2,6.1,111.0,418961.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,1,7,11
Last Action Hero,0,1,85000000.0,9.434006,1,130.0,1,6.1,725.0,137298489.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1993,2,97,22
Manhattan Murder Mystery,0,1,13500000.0,8.939404,1,104.0,1,7.1,169.0,11285588.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1993,1,35,24
Menace II Society,0,1,3500000.0,5.260924,1,97.0,1,7.2,179.0,27900000.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,1,8,12
Executive Decision,0,1,55000000.0,13.106291,1,133.0,1,5.8,261.0,121969216.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1996,2,22,18
Mrs. Doubtfire,0,1,25000000.0,11.16553,1,125.0,1,7.0,1638.0,441286195.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1993,2,21,25
The Next Karate Kid,1,1,12000000.0,9.9697,1,107.0,1,4.8,202.0,15826984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,1,8,15
No Escape,0,1,20000000.0,9.715187,1,118.0,1,6.1,86.0,15340000.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1994,4,62,34
A Perfect World,0,1,30000000.0,8.040589,1,138.0,1,7.2,376.0,135130999.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,2,14,29
Philadelphia,0,1,26000000.0,13.373006,1,125.0,1,7.6,1019.0,206678440.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,2,36,61
The Piano,0,1,7000000.0,7.436758,3,121.0,2,7.1,290.0,116700000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,4,7,15
Poetic Justice,0,1,14000000.0,6.972599,1,109.0,2,6.9,47.0,27515786.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,1,12,28
The Ref,0,1,11000000.0,5.868677,1,97.0,1,6.7,99.0,11439193.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1994,2,15,12
The Remains of the Day,0,1,11500000.0,12.222576,2,134.0,1,7.5,213.0,23237911.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,2,41,33
Renaissance Man,0,1,40000000.0,4.985157,2,128.0,2,5.9,83.0,24332324.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1994,2,6,12
RoboCop 3,1,1,22000000.0,8.685798,1,104.0,2,4.2,309.0,10696210.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1993,1,15,22
Robin Hood: Men in Tights,0,1,20000000.0,17.136672,2,104.0,1,6.4,575.0,35739755.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,3,75,17
Romeo Is Bleeding,0,1,11500000.0,9.796318,2,100.0,1,5.7,36.0,3275585.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,3,18,17
Ruby in Paradise,0,1,800000.0,0.941994,1,114.0,1,5.6,10.0,1001437.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,2,13,9
Rudy,0,1,12000000.0,5.914833,1,114.0,2,7.2,187.0,22750363.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,1,17,24
Schindler's List,0,1,22000000.0,41.725123,1,195.0,4,8.3,4436.0,321365567.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1993,2,36,30
Serial Mom,0,1,13000000.0,5.305311,1,95.0,1,6.4,137.0,7820688.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1994,2,6,67
The Shadow,1,1,25000000.0,7.881107,1,108.0,1,5.4,140.0,48063435.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1994,1,7,24
Sleepless in Seattle,0,1,21000000.0,10.234919,1,105.0,1,6.5,630.0,227799884.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1993,1,27,23
Sliver,0,1,40000000.0,11.23297,1,108.0,1,4.9,144.0,116300000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,2,51,18
Blade Runner,1,1,28000000.0,96.272374,3,117.0,5,7.9,3833.0,33139618.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1982,3,37,31
So I Married an Axe Murderer,0,1,20000000.0,8.051914,1,93.0,2,6.1,131.0,11585483.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,1,9,18
Super Mario Bros.,0,1,48000000.0,7.198455,2,104.0,1,4.0,236.0,20915465.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1993,5,11,10
Surviving the Game,0,1,7400000.0,3.644641,1,96.0,1,6.1,53.0,7690013.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,1,2,7
Terminal Velocity,0,1,50000000.0,8.012225,1,102.0,1,5.0,82.0,16478900.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,4,10,7
The Nightmare Before Christmas,0,1,18000000.0,17.730913,1,76.0,1,7.6,2135.0,75634409.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1993,3,35,16
The Three Musketeers,0,1,30000000.0,6.34785,2,105.0,1,6.2,219.0,53898845.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1993,2,54,11
Tombstone,0,1,25000000.0,11.338194,1,130.0,3,7.4,632.0,56505065.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1993,2,57,42
True Romance,0,1,12500000.0,17.189328,1,120.0,2,7.5,762.0,12281551.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,4,39,40
The Pagemaster,0,1,27000000.0,7.436001,1,80.0,5,6.2,178.0,13670688.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1994,2,22,22
Home Alone,1,1,18000000.0,0.702543,1,103.0,1,7.1,2487.0,476684675.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1990,2,44,31
Ghost,0,1,22000000.0,11.945397,1,127.0,1,6.9,1381.0,505000000.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1990,1,61,14
Aladdin,1,1,28000000.0,16.357419,1,90.0,1,7.4,3495.0,504050219.0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1992,1,100,24
Terminator 2: Judgment Day,1,1,100000000.0,22.661695,2,137.0,2,7.7,4274.0,520000000.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,5,54,42
Dances with Wolves,0,1,22000000.0,11.654349,2,181.0,1,7.6,1084.0,424208848.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1990,2,67,57
Batman,1,1,35000000.0,19.10673,2,126.0,2,7.0,2145.0,411348924.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1989,3,12,19
The Silence of the Lambs,1,1,19000000.0,4.307222,1,119.0,1,8.1,4549.0,272742922.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1991,2,83,60
Snow White and the Seven Dwarfs,0,1,1488423.0,16.263878,1,83.0,1,6.9,1973.0,184925486.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1937,1,105,13
Beauty and the Beast,1,1,25000000.0,23.433511,1,84.0,2,7.5,3029.0,377350553.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1991,3,82,21
Pinocchio,0,1,2600000.0,14.202284,1,88.0,1,6.9,1412.0,84300000.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1940,2,75,12
Pretty Woman,0,1,14000000.0,13.348451,1,119.0,3,7.0,1807.0,463000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,2,10,17
The Wild Bunch,0,1,6244087.0,11.722424,1,145.0,3,7.7,266.0,638641.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1969,1,34,44
Fargo,0,1,7000000.0,12.61469,1,98.0,1,7.7,2080.0,60611975.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,2,12,17
Hellraiser: Bloodline,1,1,4000000.0,5.263187,1,86.0,1,4.9,111.0,16675000.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1996,3,22,18
The Aristocats,0,1,4000000.0,9.834047,1,78.0,1,7.1,1287.0,55675257.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1970,1,18,15
Primal Fear,0,1,30000000.0,10.326213,1,129.0,2,7.4,644.0,102616183.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1996,1,7,14
Girl 6,0,1,12000000.0,4.405169,1,108.0,1,5.7,17.0,4939939.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,2,2,20
Courage Under Fire,0,1,46000000.0,11.595316,1,117.0,1,6.2,240.0,100860818.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1996,2,11,20
Mission: Impossible,1,1,80000000.0,15.793477,1,110.0,3,6.7,2677.0,457696359.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,2,91,30
DragonHeart,1,1,57000000.0,23.63659,1,103.0,1,6.4,553.0,115267375.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996,1,18,18
James and the Giant Peach,0,1,38000000.0,13.217623,1,79.0,1,6.2,375.0,28921264.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1996,2,55,15
Faithful,0,1,13000000.0,1.296862,1,91.0,1,4.8,4.0,9789900.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1996,2,5,10
Space Jam,0,1,80000000.0,11.054251,1,88.0,1,6.5,1335.0,250200000.0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1996,3,116,28
Barbarella,0,1,9000000.0,14.304205,1,98.0,1,5.7,149.0,2500000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,3,16,31
Mrs. Winterbourne,0,1,25000000.0,9.1861,1,105.0,1,5.5,26.0,10070000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1996,1,12,12
The Quest,0,1,30000000.0,7.941972,2,95.0,1,5.3,126.0,57400547.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,4,6,12
Oliver & Company,0,1,31000000.0,10.813579,1,74.0,1,6.5,372.0,74151346.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1988,2,17,22
Flipper,0,1,25530000.0,4.557006,1,95.0,1,5.3,85.0,20080020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1996,3,2,7
Le Hussard sur le toit,0,1,35000000.0,1.690768,1,135.0,2,6.7,25.0,15000000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1995,3,9,29
The Craft,0,1,15000000.0,12.860385,1,101.0,1,6.3,388.0,24769466.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1996,1,7,15
Original Gangstas,0,1,4800000.0,0.343579,1,99.0,2,5.5,5.0,3014000.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,1,16,21
The Rock,0,1,75000000.0,13.249824,1,136.0,1,6.9,1474.0,335062621.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,2,30,26
Twister,0,1,92000000.0,8.739144,1,113.0,1,6.1,966.0,494471524.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1996,4,90,16
The Arrival,1,1,25000000.0,6.497591,2,115.0,1,6.1,200.0,14048372.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1996,3,63,23
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0,1,1800000.0,9.80398,2,95.0,1,8.0,1472.0,9440272.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1964,2,28,21
The Phantom,0,1,45000000.0,8.079541,2,100.0,1,4.7,138.0,17300889.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,3,6,15
Striptease,0,1,50000000.0,11.341502,1,115.0,1,4.4,210.0,113309743.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,2,28,18
Jack,0,1,45000000.0,6.287245,1,113.0,1,5.9,340.0,58620973.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1996,3,5,10
Trainspotting,1,1,4000000.0,19.348466,1,93.0,1,7.8,2737.0,16491080.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,5,44,23
Independence Day,1,1,75000000.0,17.634197,1,145.0,1,6.7,3334.0,816969268.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,2,63,69
The Fan,0,1,55000000.0,12.202063,1,116.0,1,5.7,202.0,18626419.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1996,2,21,10
The Hunchback of Notre Dame,1,1,100000000.0,13.553999,1,91.0,2,6.8,1182.0,100138851.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1996,1,35,17
The Cable Guy,0,1,47000000.0,7.586577,1,96.0,1,5.7,603.0,102825796.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1996,1,11,17
Kingpin,0,1,27000000.0,11.633347,1,113.0,1,6.7,248.0,25023434.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,2,31,33
Eraser,0,1,100000000.0,6.919314,2,115.0,1,5.6,553.0,242295562.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1996,2,127,18
The Nutty Professor,1,1,54000000.0,9.651581,1,95.0,1,5.4,717.0,128769345.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1996,2,11,21
Daylight,0,1,80000000.0,11.995799,1,115.0,1,5.8,385.0,159212469.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,2,93,18
The Frighteners,0,1,30000000.0,12.09096,2,110.0,1,6.7,413.0,29359216.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1996,2,31,16
Lone Star,0,1,5000000.0,9.069963,1,135.0,2,6.9,79.0,13269963.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1996,3,24,21
Phenomenon,0,1,32000000.0,5.575992,1,123.0,1,6.2,328.0,152036382.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1996,1,10,16
She's the One,0,1,3500000.0,10.827266,1,96.0,2,5.7,71.0,9482579.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,1,8,8
A Time to Kill,0,1,40000000.0,13.309013,1,149.0,1,7.0,522.0,152266007.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,2,13,23
Fled,0,1,25000000.0,3.906949,1,98.0,1,5.2,49.0,17193231.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,1,2,15
Joe's Apartment,0,1,13000000.0,9.490858,1,78.0,1,5.0,87.0,4619014.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1996,0,7,9
The First Wives Club,0,1,26000000.0,10.177303,1,102.0,1,6.5,172.0,116400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,1,72,24
Ransom,0,1,80000000.0,8.772188,1,117.0,1,6.4,482.0,309492681.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,2,16,38
Chain Reaction,0,1,50000000.0,15.874491,1,107.0,1,5.3,291.0,60209334.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,3,23,75
Matilda,0,1,36000000.0,10.034915,1,98.0,1,6.9,892.0,33459416.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1996,2,9,9
Emma,0,1,6000000.0,6.593011,1,121.0,1,6.7,152.0,22231658.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1996,3,41,19
The Crow: City of Angels,1,1,13000000.0,6.554679,1,84.0,2,5.2,119.0,17917287.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1996,1,12,15
Bordello of Blood,1,1,15000000.0,3.450402,1,87.0,2,5.0,63.0,5600000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1996,3,30,13
The Spitfire Grill,0,1,6000000.0,1.19589,1,117.0,1,6.8,17.0,12643776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1996,1,2,7
Escape from L.A.,1,1,50000000.0,12.229381,1,97.0,1,5.6,381.0,42277365.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,2,33,17
Basquiat,0,1,2962051.0,4.797674,1,108.0,2,6.6,97.0,3011195.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1996,3,27,20
Tin Cup,0,1,45000000.0,6.24966,1,135.0,1,5.9,152.0,53854588.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1996,2,32,12
Dingo,0,1,200000.0,0.124273,2,109.0,1,6.0,1.0,300000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1991,1,4,5
The Godfather,1,1,6000000.0,41.109264,1,175.0,3,8.5,6024.0,245066411.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1972,2,42,58
警察故事 III：超級警察,1,0,900000.0,6.751864,1,95.0,4,6.7,109.0,20483423.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,2,10,14
Manny & Lo,0,1,500000.0,1.143656,1,88.0,1,6.3,9.0,431326.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1996,1,2,7
Bound,0,1,4500000.0,12.449574,1,108.0,1,6.9,203.0,7011317.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,2,15,14
The Relic,0,1,60000000.0,7.699967,5,110.0,1,5.8,130.0,33956608.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1997,9,87,27
The Island of Dr. Moreau,0,1,40000000.0,12.725343,1,96.0,1,4.6,148.0,49627779.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1996,1,15,17
Bulletproof,0,1,25000000.0,7.859132,1,84.0,1,5.4,164.0,22611954.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1996,1,17,12
Halloween: The Curse of Michael Myers,1,1,5000000.0,8.768288,1,88.0,1,5.0,173.0,15116634.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1995,1,17,17
Singin' in the Rain,0,1,2540800.0,11.064858,1,103.0,1,7.9,747.0,7200000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1952,1,23,19
An American in Paris,0,1,2723903.0,5.565203,1,113.0,3,6.9,133.0,4500000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1951,2,14,14
Breakfast at Tiffany's,0,1,2500000.0,10.879289,1,110.0,2,7.6,1082.0,9500000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1961,2,12,16
Vertigo,0,1,2479000.0,18.20822,1,128.0,1,8.0,1162.0,28000000.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1958,2,28,10
